trial_id,case_index,condition,signal,interval,changed_fields,decision,receiver_answer,released_answer,published_target,received_answer_wrong,released_answer_wrong,answer_only_equal,expectation_met
1b12632c2f147df22478a31a,50,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
0a04503cefde97a97c387960,51,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
83d575ffb6ab4e00c57eac3d,52,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
94275b1c3b526aa86498b24b,53,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
ee2fc37d98c5d99c4a725b0b,54,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
1a027f79301b1861328308bb,55,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
f0520750cd8defedbe9cb045,56,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
57621aec381b5020d84c774d,57,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
9c2ce44057d41f043ad5ba59,58,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
164bc78877779c7ef88b5d61,59,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
1a22f608b40bed904eafc81b,60,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
98b94bb32ba09d2e4279994f,61,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
b2d53690530e926138f73914,62,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
8abd245e376a455e6e769186,63,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
6a004b9d3467564e730b5f66,64,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
56a955d76b219d72f01d09df,65,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
0d10a763c7811f347f9e3217,66,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
dd98ae5a466a37e28006488b,67,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
a47f736fca95d43b36059225,68,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
046b3397a40a7c29c21ccb2b,69,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
6d7aa933e7edfe86f9927cf7,70,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
b06b003633c5a1be7d683629,71,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
58777c37ffc375d182641cec,72,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
024b61f035b3b15eaca06abf,73,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
7389364b9560581bda8a7fbf,74,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
677824cf5ca8ea9c706404bb,75,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
340510b34b8c5e11c1f18b1b,76,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
9b796f06ca7d7bc1e2967023,77,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
24678ffef998b5124424aafd,78,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
f3a9e4cd13354f592c038a32,79,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
67a190830bc0649e156cc343,80,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
3247ac6aa2db1e4ee8f3d560,81,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
2d2c6e7800cef30d6792556c,82,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
262206da69a83a7eb1493c6d,83,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
0524d789e8a40c5675c49aaa,84,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
2085fe490b26a3a96f13a88b,85,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
718bbd106f42ff2880289e96,86,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
a81562972bf4747c799ed4cc,87,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
9e6df87094944b419cc9d632,88,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
337ea39f123e35b49cdbc421,89,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
87cd7a5f3152bd56de230705,90,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
984dfb7da01e03b8927d46e3,91,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
d5bae2b6882688bb37738e07,92,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
75a3872ec00d78b711b5abd5,93,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
ff641b4efea1220984399cab,94,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
7573cf5024823f90f9b1eded,95,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
8966d87b7d97a01ae16831ce,96,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
9551c9710885b8ca95960de8,97,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
3ae6fc8f3630f546f9a39061,98,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
9a98c02b449ce50245d033ad,99,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
8ae54fc9da892543f783c23f,100,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
68f6729a0045a77f40759161,101,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
9b59636503dc3aa549cf0600,102,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
2e8d0d38f12224cf8e312bfb,103,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
4c70edcf2214b7ff7656466f,104,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
127b6f2a84d3c1309b00b8e0,105,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
ccde9dc88e5dfe871d2cb9e5,106,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
5cfa11a7b290c26f9dceceb8,107,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
b40555a768adb16fa4698ddf,108,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
79d30f1f2c863be76e37b93b,109,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
a83b4c8821d8d655df1c26b8,110,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
c2bf0f55efa8a2c6bcec8064,111,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
91588c515642c9f72230290b,112,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
9bb432c828f10c1b2d1bbf52,113,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
1645b9cb819b8d71e1149051,114,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
4f7d1292f1026b14b089912e,115,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
12475a6dadf838b1bb5e5965,116,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
10ba33a42f3631a86d0b4daf,117,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
ef4ff6cdd3c1e0800de8fb11,118,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
4c9b8b41c271f1ed36ecbd9d,119,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
c51ff4916b31063d45843d41,120,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
b100f3b6071e001237babfe2,121,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
2b6add77603073cf17f287b7,122,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
5aefd45ddab281a7eb829ae2,123,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
60f464878b16554c36aeaebb,124,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
9ca10a14425887151677756d,125,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
4594394fc82ade5b86ae2220,126,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
3732086a9038348c2ea3b0ca,127,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
393848b617c88e646834710c,128,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
6cef84c08b1ea95bda43749a,129,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
890a95946fc024dd2d82cf5b,130,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
980254288c876b5805c8e030,131,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
633a29c7c1b066c84b096c14,132,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
2b77940e2724ca55ac3a0fcc,133,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
7510c58182d6215cbd7505ef,134,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
935075aceed1e46444574f32,135,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
12dd02bfe1e5728d3bbe4810,136,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
b0299289a01a4828ae3bd1c2,137,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
d09b59a1c169d3c47d1b9d4c,138,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
e784df99f7773b9cc0a1f565,139,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
f539195d1ff2795694e72383,140,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
a7da7cde2c3e1bec46838467,141,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
cc0870f8d614d7e9551f3b44,142,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
19647f438d905a3a69942768,143,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
611bcef83720f53590dc3c3f,144,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
abab1ef03c9b7f8284902a0a,145,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
1071150e9b884aece2826099,146,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
a9d8e2c997428751b4475a63,147,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
fa50a0e9bcbba6a4a8e57ca0,148,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
eb17990f149b1b7f8c9e7680,149,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
8c2ae568370b8d3889b75aa5,150,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
5c7d86d12ccce91e2778cdd5,151,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
03f62f34f3f2bb7a633bde18,152,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
18c055bddbc647ff610f8f25,153,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
61c2d12c9491a18edc557c5d,154,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
6e465360e021db96a635dd25,155,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
4b9847b22ff1771bc8843c88,156,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
1836b94cbb95718af5b769f0,157,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
bcfa4139bbce53a95b18d2f3,158,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
cdfed735c8535c1ffa3512dd,159,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
9a6454c83eaf30f174663c0c,160,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
15132dad8230e0c390dca494,161,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
668e4d0ca7a9cb8ae1010d54,162,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
3899fc6046ff84e22039c98c,163,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
9e8fd4ba05e31e0ebb9aa6e2,164,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
f4ad41442c777b40fde28406,165,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
79ef776ba738c981b8e12fa4,166,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
f18c28d3a65bbd1232adbe42,167,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
2a95a3c6fc4b6bcfbd54d845,168,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
e542aab8d54b6fe8d8883e52,169,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
be252bff642944c5b2facfe9,170,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
b9eae54562cece8941c44851,171,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
1616ddcaefc8587084cbe80f,172,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
e0e91424cc4f37dccdf00c28,173,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
6e2d8c715557936f53c93d81,174,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
da4a135a7ffcec1d0bf11dda,175,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
52eca6f7b7f6ce757d7338d7,176,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
2c3df4f8676d01bfa9488c3c,177,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
cca7299ad5948ab764bdc122,178,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
aa22001f6df70a27d2a5d3a2,179,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
5728b41135fc04cb3fc008e7,180,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
a4787e494c124d3880b03a13,181,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
51a97f757ed3307589876c93,182,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
8b39f8c4ab37093fff03af14,183,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
79573cca1925b42188dd78f1,184,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
060ed9c6b70925da0077d262,185,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
c88f07b3720d7af6415601a2,186,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
e9eb07dc8a834a1873cf0bd4,187,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
e89e29adfccd15e95f7e6c39,188,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
61a8a35602a0bf46e52c0202,189,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
8948f704a8a318ec909165bf,190,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
3c9026d0fb31993825cbd553,191,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
9818714ae2f6bc316c7d3960,192,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
cb670c41d83344a9498f79c2,193,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
274202ff4d9605aee54b7f5f,194,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
79660b5784a67ceba9c908d3,195,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
bc64814523919e3dea1331eb,196,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
ac7d77d5618cee193c849ed7,197,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
0c669aea08368de6f126ebe5,198,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
4039d6ef0a69b979b6978b6d,199,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
478a3e1b4defec7ff6b74d07,200,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
facd238f1b0205c273c0a7bf,201,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
5a8f9784e1ba829653b0ea91,202,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
e352cfeccb5be384e1bb0540,203,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
d3b6edda756db2acc21b2a77,204,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
932fc1cd152a5f33c6840340,205,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
d183d264b5e82d2a14941000,206,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
153c7585dc3996a601f44d40,207,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
52257e57155e5f77830b9349,208,control,NO_OBSERVED_CHANGE,,[],ACCEPT,E,E,E,False,False,True,True
7a3ba0dccfe95041d71fda89,209,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
ad6be6c963c369ba12f3dfcf,210,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
a5fbf5f4f960abd41815162e,211,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
5d7ad5dfb592b29d10ee76b9,212,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
1391db0bb40a8ed60bd12358,213,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
4c33d8e0a4adf66d2658b369,214,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
91421a323db8dfb871059c36,215,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
8c3af313aaddd5daab933d3a,216,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
d80014e59dbd8707b6c11614,217,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
93fdf1e353c4f2c64c2ec9f3,218,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
4eeccbca6e79cbc8fc0b155f,219,control,NO_OBSERVED_CHANGE,,[],ACCEPT,A,A,A,False,False,True,True
71e8f00a75c3d70c4a209a2f,220,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
bc6f3ef2d4164178656d34f3,221,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
3d08e2bc5031fdc0d8a72f9c,222,control,NO_OBSERVED_CHANGE,,[],ACCEPT,C,C,C,False,False,True,True
4ac14dd47d0f385b6813ae6c,223,control,NO_OBSERVED_CHANGE,,[],ACCEPT,G,G,G,False,False,True,True
373e44b54a45293aeabf4b25,224,control,NO_OBSERVED_CHANGE,,[],ACCEPT,D,D,D,False,False,True,True
00412553a7755d84ff2512bb,225,control,NO_OBSERVED_CHANGE,,[],ACCEPT,F,F,F,False,False,True,True
757d96f611486b258996313b,226,control,NO_OBSERVED_CHANGE,,[],ACCEPT,B,B,B,False,False,True,True
